INDICADOR_x,PAIS,Año_x,VALOR,INDICADOR_y,Año_y,TASA %
PIB expresado en Millones de USD,Colombia,2016,283502,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-0.19434973
PIB expresado en Millones de USD,Colombia,2016,283502,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-1.097715
PIB expresado en Millones de USD,Colombia,2017,311783,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-2.81085515
PIB expresado en Millones de USD,Colombia,2017,311783,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,8.851174803
PIB expresado en Millones de USD,Colombia,2017,311783,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,5.242566273
PIB expresado en Millones de USD,Colombia,2017,311783,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-2.87389216
PIB expresado en Millones de USD,Colombia,2017,311783,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-0.19434973
PIB expresado en Millones de USD,Colombia,2017,311783,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-1.097715
PIB expresado en Millones de USD,Colombia,2018,334246,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-2.81085515
PIB expresado en Millones de USD,Colombia,2018,334246,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,8.851174803
PIB expresado en Millones de USD,Colombia,2018,334246,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,5.242566273
PIB expresado en Millones de USD,Colombia,2018,334246,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-2.87389216
PIB expresado en Millones de USD,Colombia,2018,334246,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-0.19434973
PIB expresado en Millones de USD,Colombia,2018,334246,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-1.097715
PIB expresado en Millones de USD,Colombia,2019,322992,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-2.81085515
PIB expresado en Millones de USD,Colombia,2019,322992,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,8.851174803
PIB expresado en Millones de USD,Colombia,2019,322992,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,5.242566273
PIB expresado en Millones de USD,Colombia,2019,322992,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-2.87389216
PIB expresado en Millones de USD,Colombia,2019,322992,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-0.19434973
PIB expresado en Millones de USD,Colombia,2019,322992,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-1.097715
PIB expresado en Millones de USD,Colombia,2020,271044,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-2.81085515
PIB expresado en Millones de USD,Colombia,2020,271044,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,8.851174803
PIB expresado en Millones de USD,Colombia,2020,271044,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,5.242566273
PIB expresado en Millones de USD,Colombia,2020,271044,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-2.87389216
PIB expresado en Millones de USD,Colombia,2020,271044,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-0.19434973
PIB expresado en Millones de USD,Colombia,2020,271044,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-1.097715
PIB expresado en Millones de USD,Costa Rica,2015,56441,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,2.554950664
PIB expresado en Millones de USD,Costa Rica,2015,56441,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-16.0104003
PIB expresado en Millones de USD,Costa Rica,2015,56441,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-9.6425173
PIB expresado en Millones de USD,Costa Rica,2015,56441,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-8.38619684
PIB expresado en Millones de USD,Costa Rica,2015,56441,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,13.95433143
PIB expresado en Millones de USD,Costa Rica,2015,56441,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,11.30665
PIB expresado en Millones de USD,Costa Rica,2016,58831,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,2.554950664
PIB expresado en Millones de USD,Costa Rica,2016,58831,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-16.0104003
PIB expresado en Millones de USD,Costa Rica,2016,58831,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-9.6425173
PIB expresado en Millones de USD,Costa Rica,2016,58831,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-8.38619684
PIB expresado en Millones de USD,Costa Rica,2016,58831,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,13.95433143
PIB expresado en Millones de USD,Costa Rica,2016,58831,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,11.30665
PIB expresado en Millones de USD,Costa Rica,2017,60528,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,2.554950664
PIB expresado en Millones de USD,Costa Rica,2017,60528,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-16.0104003
PIB expresado en Millones de USD,Costa Rica,2017,60528,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-9.6425173
PIB expresado en Millones de USD,Costa Rica,2017,60528,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-8.38619684
PIB expresado en Millones de USD,Costa Rica,2017,60528,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,13.95433143
PIB expresado en Millones de USD,Costa Rica,2017,60528,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,11.30665
PIB expresado en Millones de USD,Costa Rica,2018,62439,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,2.554950664
PIB expresado en Millones de USD,Costa Rica,2018,62439,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-16.0104003
PIB expresado en Millones de USD,Costa Rica,2018,62439,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-9.6425173
PIB expresado en Millones de USD,Costa Rica,2018,62439,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-8.38619684
PIB expresado en Millones de USD,Costa Rica,2018,62439,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,13.95433143
PIB expresado en Millones de USD,Costa Rica,2018,62439,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,11.30665
PIB expresado en Millones de USD,Costa Rica,2019,64459,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,2.554950664
PIB expresado en Millones de USD,Costa Rica,2019,64459,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-16.0104003
PIB expresado en Millones de USD,Costa Rica,2019,64459,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-9.6425173
PIB expresado en Millones de USD,Costa Rica,2019,64459,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-8.38619684
PIB expresado en Millones de USD,Costa Rica,2019,64459,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,13.95433143
PIB expresado en Millones de USD,Costa Rica,2019,64459,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,11.30665
PIB expresado en Millones de USD,Costa Rica,2020,62405,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,2.554950664
PIB expresado en Millones de USD,Costa Rica,2020,62405,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-16.0104003
PIB expresado en Millones de USD,Costa Rica,2020,62405,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-9.6425173
PIB expresado en Millones de USD,Costa Rica,2020,62405,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-8.38619684
PIB expresado en Millones de USD,Costa Rica,2020,62405,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,13.95433143
PIB expresado en Millones de USD,Costa Rica,2020,62405,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,11.30665
PIB expresado en Millones de USD,Cuba,2015,87132,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-6.3645576
PIB expresado en Millones de USD,Cuba,2015,87132,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-13.8894675
PIB expresado en Millones de USD,Cuba,2015,87132,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-10.4326285
PIB expresado en Millones de USD,Cuba,2015,87132,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.60785118
PIB expresado en Millones de USD,Cuba,2015,87132,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-6.55033237
PIB expresado en Millones de USD,Cuba,2015,87132,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,6.452195
PIB expresado en Millones de USD,Cuba,2016,91370,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-6.3645576
PIB expresado en Millones de USD,Cuba,2016,91370,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-13.8894675
PIB expresado en Millones de USD,Cuba,2016,91370,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-10.4326285
PIB expresado en Millones de USD,Cuba,2016,91370,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.60785118
PIB expresado en Millones de USD,Cuba,2016,91370,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-6.55033237
PIB expresado en Millones de USD,Cuba,2016,91370,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,6.452195
PIB expresado en Millones de USD,Cuba,2017,96851,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-6.3645576
PIB expresado en Millones de USD,Cuba,2017,96851,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-13.8894675
PIB expresado en Millones de USD,Cuba,2017,96851,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-10.4326285
PIB expresado en Millones de USD,Cuba,2017,96851,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.60785118
PIB expresado en Millones de USD,Cuba,2017,96851,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-6.55033237
PIB expresado en Millones de USD,Cuba,2017,96851,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,6.452195
PIB expresado en Millones de USD,Cuba,2018,100050,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-6.3645576
PIB expresado en Millones de USD,Cuba,2018,100050,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-13.8894675
PIB expresado en Millones de USD,Cuba,2018,100050,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-10.4326285
PIB expresado en Millones de USD,Cuba,2018,100050,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.60785118
PIB expresado en Millones de USD,Cuba,2018,100050,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-6.55033237
PIB expresado en Millones de USD,Cuba,2018,100050,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,6.452195
PIB expresado en Millones de USD,Cuba,2019,103428,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-6.3645576
PIB expresado en Millones de USD,Cuba,2019,103428,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-13.8894675
PIB expresado en Millones de USD,Cuba,2019,103428,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-10.4326285
PIB expresado en Millones de USD,Cuba,2019,103428,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.60785118
PIB expresado en Millones de USD,Cuba,2019,103428,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-6.55033237
PIB expresado en Millones de USD,Cuba,2019,103428,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,6.452195
PIB expresado en Millones de USD,Cuba,2020,107352,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-6.3645576
PIB expresado en Millones de USD,Cuba,2020,107352,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-13.8894675
PIB expresado en Millones de USD,Cuba,2020,107352,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-10.4326285
PIB expresado en Millones de USD,Cuba,2020,107352,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.60785118
PIB expresado en Millones de USD,Cuba,2020,107352,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-6.55033237
PIB expresado en Millones de USD,Cuba,2020,107352,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,6.452195
PIB expresado en Millones de USD,Ecuador,2015,99290,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-5.71978715
PIB expresado en Millones de USD,Ecuador,2015,99290,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,20.7045342
PIB expresado en Millones de USD,Ecuador,2015,99290,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,4.427675704
PIB expresado en Millones de USD,Ecuador,2015,99290,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.49936384
PIB expresado en Millones de USD,Ecuador,2015,99290,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,0.293188101
PIB expresado en Millones de USD,Ecuador,2015,99290,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-3.6629
PIB expresado en Millones de USD,Ecuador,2016,99937,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-5.71978715
PIB expresado en Millones de USD,Ecuador,2016,99937,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,20.7045342
PIB expresado en Millones de USD,Ecuador,2016,99937,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,4.427675704
PIB expresado en Millones de USD,Ecuador,2016,99937,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.49936384
PIB expresado en Millones de USD,Ecuador,2016,99937,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,0.293188101
PIB expresado en Millones de USD,Ecuador,2016,99937,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-3.6629
PIB expresado en Millones de USD,Ecuador,2017,104295,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-5.71978715
PIB expresado en Millones de USD,Ecuador,2017,104295,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,20.7045342
PIB expresado en Millones de USD,Ecuador,2017,104295,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,4.427675704
PIB expresado en Millones de USD,Ecuador,2017,104295,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.49936384
PIB expresado en Millones de USD,Ecuador,2017,104295,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,0.293188101
PIB expresado en Millones de USD,Ecuador,2017,104295,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-3.6629
PIB expresado en Millones de USD,Ecuador,2018,107562,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-5.71978715
PIB expresado en Millones de USD,Ecuador,2018,107562,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,20.7045342
PIB expresado en Millones de USD,Ecuador,2018,107562,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,4.427675704
PIB expresado en Millones de USD,Ecuador,2018,107562,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.49936384
PIB expresado en Millones de USD,Ecuador,2018,107562,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,0.293188101
PIB expresado en Millones de USD,Ecuador,2018,107562,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-3.6629
PIB expresado en Millones de USD,Ecuador,2019,108108,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-5.71978715
PIB expresado en Millones de USD,Ecuador,2019,108108,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,20.7045342
PIB expresado en Millones de USD,Ecuador,2019,108108,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,4.427675704
PIB expresado en Millones de USD,Ecuador,2019,108108,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.49936384
PIB expresado en Millones de USD,Ecuador,2019,108108,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,0.293188101
PIB expresado en Millones de USD,Ecuador,2019,108108,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-3.6629
PIB expresado en Millones de USD,Ecuador,2020,99291,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-5.71978715
PIB expresado en Millones de USD,Ecuador,2020,99291,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,20.7045342
PIB expresado en Millones de USD,Ecuador,2020,99291,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,4.427675704
PIB expresado en Millones de USD,Ecuador,2020,99291,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-4.49936384
PIB expresado en Millones de USD,Ecuador,2020,99291,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,0.293188101
PIB expresado en Millones de USD,Ecuador,2020,99291,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-3.6629
PIB expresado en Millones de USD,El Salvador,2015,23438,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.87929074
PIB expresado en Millones de USD,El Salvador,2015,23438,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-12.8464028
PIB expresado en Millones de USD,El Salvador,2015,23438,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,13.32863692
PIB expresado en Millones de USD,El Salvador,2015,23438,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.61444596
PIB expresado en Millones de USD,El Salvador,2015,23438,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-3.91902136
PIB expresado en Millones de USD,El Salvador,2015,23438,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,15.70235
PIB expresado en Millones de USD,El Salvador,2016,24191,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.87929074
PIB expresado en Millones de USD,El Salvador,2016,24191,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-12.8464028
PIB expresado en Millones de USD,El Salvador,2016,24191,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,13.32863692
PIB expresado en Millones de USD,El Salvador,2016,24191,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.61444596
PIB expresado en Millones de USD,El Salvador,2016,24191,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-3.91902136
PIB expresado en Millones de USD,El Salvador,2016,24191,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,15.70235
PIB expresado en Millones de USD,El Salvador,2017,24979,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.87929074
PIB expresado en Millones de USD,El Salvador,2017,24979,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-12.8464028
PIB expresado en Millones de USD,El Salvador,2017,24979,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,13.32863692
PIB expresado en Millones de USD,El Salvador,2017,24979,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.61444596
PIB expresado en Millones de USD,El Salvador,2017,24979,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-3.91902136
PIB expresado en Millones de USD,El Salvador,2017,24979,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,15.70235
PIB expresado en Millones de USD,El Salvador,2018,26020,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.87929074
PIB expresado en Millones de USD,El Salvador,2018,26020,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-12.8464028
PIB expresado en Millones de USD,El Salvador,2018,26020,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,13.32863692
PIB expresado en Millones de USD,El Salvador,2018,26020,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.61444596
PIB expresado en Millones de USD,El Salvador,2018,26020,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-3.91902136
PIB expresado en Millones de USD,El Salvador,2018,26020,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,15.70235
PIB expresado en Millones de USD,El Salvador,2019,26881,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.87929074
PIB expresado en Millones de USD,El Salvador,2019,26881,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-12.8464028
PIB expresado en Millones de USD,El Salvador,2019,26881,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,13.32863692
PIB expresado en Millones de USD,El Salvador,2019,26881,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.61444596
PIB expresado en Millones de USD,El Salvador,2019,26881,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-3.91902136
